customer_id,name,gender,age,city,state,signup_date,total_orders,completed_orders,total_units,active_months,first_order_date,last_order_date,last_completed_order_date,recency_days,account_age_days,customer_lifetime_days,total_gross_revenue,total_revenue,total_profit,average_order_value,order_frequency_monthly,gross_margin_pct,refund_count,refund_amount,refund_rate,cancellation_count,cancellation_amount,cancellation_rate,recent_revenue,recent_order_count,historical_revenue,historical_order_count,recent_revenue_ratio,recent_order_ratio,revenue_trend,r_score,f_score,m_score,rfm_score,customer_segment,risk_score,risk_level,key_risk_driver,recommended_action,churn_probability
CUST_004147,Amy Gonzalez,Female,38.0,Dallas,TX,2023-10-03,51.0,47.0,76.0,6.0,2023-10-05,2024-06-29,2024-06-29,1,271,268,17174.66,16658.67,6326.41,354.44,5.203,37.98,1.0,76.5,0.0196,3.0,439.49,0.0588,15743.180000000002,40.0,915.4899999999961,7.0,0.945,0.8511,0.9262,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0801
CUST_004148,Arthur White,Male,34.0,Los Angeles,CA,2023-09-18,2.0,2.0,2.0,2.0,2023-09-23,2023-10-13,2023-10-13,261,286,20,175.5,175.5,122.64,87.75,0.21,69.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.5,2.0,0.0,0.0,-0.3154,3,2,1,321,Promising,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9963
CUST_004149,Virginia Morgan,Female,23.0,Chicago,IL,2023-08-13,5.0,4.0,4.0,5.0,2023-08-13,2024-04-25,2024-04-25,66,322,256,617.48,474.98,220.64000000000001,118.74,0.373,46.45,1.0,142.5,0.2,0.0,0.0,0.0,53.99,1.0,420.99,3.0,0.1137,0.25,-0.178,4,2,2,422,Potential Loyalists,15,LOW,High Return Friction (20.0% Refund Rate),Loyalty Points Acceleration & Exclusive Product Previews,0.3914
CUST_004150,Martha Garcia,Female,29.0,Phoenix,AZ,2022-01-07,8.0,7.0,9.0,5.0,2022-01-07,2022-06-20,2022-06-20,741,905,164,1860.3999999999999,1812.42,524.2,258.92,0.232,28.92,0.0,0.0,0.0,1.0,47.98,0.125,0.0,0.0,1812.42,7.0,0.0,0.0,-0.3315,1,3,3,133,At Risk,75,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004151,Melissa Roberts,Female,19.0,Houston,TX,2022-09-12,15.0,14.0,20.0,7.0,2022-09-12,2023-06-27,2023-06-27,369,657,288,2824.92,2776.92,1639.76,198.35,0.639,59.05,0.0,0.0,0.0,1.0,48.0,0.0667,0.0,0.0,2776.92,14.0,0.0,0.0,-0.3321,2,4,3,243,At Risk,75,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004152,Stephen Hill,Male,48.0,Denver,CO,2022-12-06,8.0,8.0,11.0,8.0,2022-12-06,2024-06-01,2024-06-01,29,572,543,1728.48,1728.48,814.32,216.06,0.42,47.11,0.0,0.0,0.0,0.0,0.0,0.0,346.49,2.0,1381.99,6.0,0.2005,0.25,-0.0657,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.4822
CUST_004153,Jean Clark,Female,49.0,New York,NY,2023-01-22,6.0,5.0,7.0,5.0,2023-01-24,2023-09-30,2023-09-30,274,525,249,1462.45,1198.46,472.0,239.69,0.286,39.38,1.0,263.99,0.1667,0.0,0.0,0.0,0.0,0.0,1198.46,5.0,0.0,0.0,-0.3306,2,3,2,232,Promising,65,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9989
CUST_004154,Elizabeth Watson,Female,38.0,Austin,TX,2022-03-23,6.0,6.0,10.0,4.0,2022-03-23,2023-01-21,2023-01-21,526,830,304,3337.45,3337.45,1184.54,556.24,0.217,35.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337.45,6.0,0.0,0.0,-0.3323,1,3,4,134,At Risk,85,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004155,Nicholas Chavez,Male,44.0,Dallas,TX,2023-08-23,4.0,4.0,7.0,3.0,2023-08-24,2023-12-08,2023-12-08,205,312,106,1034.96,1034.96,331.7300000000001,258.74,0.385,32.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.96,4.0,0.0,0.0,-0.3301,3,2,2,322,Promising,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9799
CUST_004156,Hannah Peterson,Female,49.0,Atlanta,GA,2024-01-20,33.0,29.0,45.0,5.0,2024-01-20,2024-06-30,2024-06-30,0,162,162,10899.720000000001,10332.29,4021.25,356.29,5.37,38.92,2.0,65.97,0.0606,2.0,501.46000000000004,0.0606,8502.35,24.0,1829.9400000000005,5.0,0.8229,0.8276,0.7631,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0565
CUST_004157,Kyle Evans,Male,40.0,New York,NY,2024-03-24,0.0,0.0,0.0,0.0,,,,999,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004158,Sara Reyes,Female,56.0,Houston,TX,2023-11-18,28.0,26.0,43.0,8.0,2023-11-20,2024-06-28,2024-06-28,2,225,221,4510.83,3930.83,1965.82,151.19,3.467,50.01,2.0,580.0,0.0714,0.0,0.0,0.0,3421.9,21.0,508.92999999999984,5.0,0.8705,0.8077,0.8253,5,5,4,554,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0858
CUST_004159,Judith Nguyen,Female,26.0,Seattle,WA,2022-07-30,3.0,3.0,3.0,2.0,2022-08-01,2022-11-11,2022-11-11,597,701,102,1146.48,1146.48,390.75,382.16,0.128,34.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.48,3.0,0.0,0.0,-0.3305,1,2,2,122,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_004160,Julia Gray,Female,34.0,Denver,CO,2023-04-22,12.0,12.0,19.0,7.0,2023-04-24,2024-06-24,2024-06-24,6,435,427,1065.42,1065.42,512.39,88.79,0.828,48.09,0.0,0.0,0.0,0.0,0.0,0.0,735.5,6.0,329.9200000000001,6.0,0.6903,0.5,0.5817,5,4,2,542,Promising,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.2401
CUST_004161,Brandon Wilson,Male,33.0,Philadelphia,PA,2024-02-05,8.0,8.0,13.0,4.0,2024-02-07,2024-06-30,2024-06-30,0,146,144,5102.46,5102.46,1359.3799999999999,637.81,1.644,26.64,0.0,0.0,0.0,0.0,0.0,0.0,3601.99,5.0,1500.4700000000003,3.0,0.7059,0.625,0.6067,5,3,4,534,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0686
CUST_004162,Olivia Hall,Female,47.0,Philadelphia,PA,2022-03-15,23.0,23.0,42.0,12.0,2022-03-15,2023-12-27,2023-12-27,186,838,652,6471.78,6471.78,2838.23,281.38,0.823,43.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6471.78,23.0,0.0,0.0,-0.3328,3,5,5,355,Loyal Customers,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9956
CUST_004163,Noah Cruz,Male,21.0,Charlotte,NC,2022-08-24,0.0,0.0,0.0,0.0,,,,999,676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004164,Christina Campbell,Female,57.0,Houston,TX,2022-09-26,7.0,6.0,12.0,5.0,2022-09-28,2023-07-25,2023-07-25,341,643,300,3020.44,2936.44,1466.15,489.41,0.28,49.93,0.0,0.0,0.0,1.0,84.0,0.1429,0.0,0.0,2936.44,6.0,0.0,0.0,-0.3322,2,3,3,233,At Risk,60,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9999
CUST_004165,Thomas Richardson,Male,46.0,Los Angeles,CA,2023-07-06,8.0,7.0,10.0,5.0,2023-07-08,2024-02-07,2024-02-07,144,360,214,1731.47,1591.47,702.22,227.35,0.583,44.12,1.0,140.0,0.125,0.0,0.0,0.0,0.0,0.0,1591.47,7.0,0.0,0.0,-0.3313,3,3,3,333,Loyal Customers,50,HIGH,Cooling Purchase Cadence (91-180 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.8753
CUST_004166,Amy Cruz,Female,60.0,Portland,OR,2024-02-28,13.0,10.0,15.0,4.0,2024-03-01,2024-06-21,2024-06-21,9,123,112,3342.98,2918.98,1212.44,291.9,2.439,41.54,3.0,424.0,0.2308,0.0,0.0,0.0,2918.98,10.0,0.0,0.0,1.0,1.0,0.9966,4,4,3,443,Loyal Customers,15,LOW,High Return Friction (23.1% Refund Rate),Loyalty Points Acceleration & Exclusive Product Previews,0.0922
CUST_004167,Janet Richardson,Female,38.0,Atlanta,GA,2023-03-30,45.0,43.0,62.0,15.0,2023-03-31,2024-06-27,2024-06-27,3,458,454,12593.83,12395.85,4872.860000000001,288.28,2.817,39.31,1.0,143.99,0.0222,1.0,53.99,0.0222,6046.4,19.0,6349.450000000001,24.0,0.4878,0.4419,0.3168,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0964
CUST_004168,Andrea Turner,Female,32.0,Chicago,IL,2023-06-02,3.0,2.0,2.0,2.0,2023-08-26,2023-09-27,2023-09-27,277,394,32,755.97,541.99,223.11,271.0,0.152,41.16,1.0,213.98,0.3333,0.0,0.0,0.0,0.0,0.0,541.99,2.0,0.0,0.0,-0.3273,2,2,2,222,Hibernating,55,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9994
CUST_004169,Alexander Perez,Male,47.0,Miami,FL,2023-07-28,8.0,7.0,12.0,6.0,2023-07-29,2024-06-04,2024-06-04,26,338,311,2136.9700000000003,2082.98,1104.3,297.57,0.621,53.02,0.0,0.0,0.0,1.0,53.99,0.125,1105.48,4.0,977.5,3.0,0.5307,0.5714,0.3725,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.2609
CUST_004170,Hannah Morgan,Female,51.0,Chicago,IL,2023-12-24,6.0,5.0,10.0,5.0,2023-12-24,2024-06-15,2024-04-30,61,189,174,2807.91,1939.95,690.2800000000001,387.99,0.794,35.58,0.0,0.0,0.0,1.0,867.96,0.1667,26.5,1.0,1913.45,4.0,0.0137,0.2,-0.3135,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1104
CUST_004171,Noah Lee,Male,30.0,Miami,FL,2022-10-16,1.0,1.0,1.0,1.0,2022-10-17,2022-10-17,2022-10-17,622,623,0,94.0,94.0,74.45,94.0,0.048,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,0.0,0.0,-0.3013,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_004172,Kevin Anderson,Male,18.0,Austin,TX,2023-07-18,2.0,1.0,1.0,2.0,2023-07-24,2023-08-12,2023-07-24,342,348,19,563.0,128.0,24.040000000000006,128.0,0.086,18.78,0.0,0.0,0.0,1.0,435.0,0.5,0.0,0.0,128.0,1.0,0.0,0.0,-0.3092,2,1,1,211,Hibernating,25,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9993
CUST_004173,Jerry Ramos,Male,18.0,San Antonio,TX,2024-02-11,0.0,0.0,0.0,0.0,,,,999,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004174,Catherine Mitchell,Female,42.0,Detroit,MI,2024-02-20,21.0,19.0,24.0,3.0,2024-02-21,2024-06-28,2024-06-28,2,131,128,7076.95,6789.95,2336.6,357.37,4.351,34.41,2.0,287.0,0.0952,0.0,0.0,0.0,6643.959999999999,18.0,145.9900000000007,1.0,0.9785,0.9474,0.9699,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0783
CUST_004175,Andrew Bennett,Male,58.0,Atlanta,GA,2023-01-07,1.0,1.0,1.0,1.0,2023-01-16,2023-01-16,2023-01-16,531,540,0,240.99,240.99,116.96000000000001,240.99,0.056,48.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.99,1.0,0.0,0.0,-0.3201,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_004176,Brandon Clark,Male,22.0,Los Angeles,CA,2022-05-02,6.0,5.0,8.0,4.0,2022-05-03,2022-12-02,2022-12-02,576,790,213,1363.47,1215.97,511.82000000000005,243.19,0.19,42.09,0.0,0.0,0.0,1.0,147.5,0.1667,0.0,0.0,1215.97,5.0,0.0,0.0,-0.3306,1,3,2,132,Promising,65,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_004177,Alexander Howard,Male,35.0,Denver,CO,2024-02-11,7.0,6.0,12.0,4.0,2024-02-12,2024-06-18,2024-06-18,12,140,127,3419.5,3199.0,812.84,533.17,1.286,25.41,0.0,0.0,0.0,1.0,220.5,0.1429,1417.0,4.0,1782.0,2.0,0.443,0.6667,0.2565,4,3,4,434,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0819
CUST_004178,Christian Murphy,Male,34.0,Atlanta,GA,2024-02-08,1.0,1.0,1.0,1.0,2024-02-15,2024-02-15,2024-02-15,136,143,0,21.0,21.0,7.699999999999999,21.0,0.21,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,-0.2258,3,1,1,311,Promising,15,LOW,Cooling Purchase Cadence (91-180 Days),Loyalty Points Acceleration & Exclusive Product Previews,0.7044
CUST_004179,Larry Ward,Male,63.0,San Diego,CA,2022-04-17,1.0,1.0,1.0,1.0,2022-04-27,2022-04-27,2022-04-27,795,805,0,304.5,304.5,184.07999999999998,304.5,0.037,60.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.5,1.0,0.0,0.0,-0.3227,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_004180,Richard Green,Male,67.0,Chicago,IL,2022-03-31,1.0,1.0,1.0,1.0,2022-04-10,2022-04-10,2022-04-10,812,822,0,13.99,13.99,10.940000000000001,13.99,0.036,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,1.0,0.0,0.0,-0.1944,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_004181,Scott Davis,Male,39.0,Chicago,IL,2022-07-14,1.0,1.0,1.0,1.0,2022-07-16,2022-07-16,2022-07-16,715,717,0,912.0,912.0,175.14,912.0,0.042,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,1.0,0.0,0.0,-0.3297,1,1,2,112,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_004182,Ann Rogers,Female,50.0,Charlotte,NC,2023-08-03,18.0,18.0,30.0,9.0,2023-08-03,2024-06-15,2024-06-15,15,332,317,5242.93,5242.93,2102.57,291.27,1.627,40.1,0.0,0.0,0.0,0.0,0.0,0.0,1964.94,6.0,3277.9900000000002,12.0,0.3748,0.3333,0.1661,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1281
CUST_004183,Frank Scott,Male,49.0,Philadelphia,PA,2022-10-30,1.0,1.0,1.0,1.0,2022-10-31,2022-10-31,2022-10-31,608,609,0,16.99,16.99,12.709999999999997,16.99,0.049,74.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99,1.0,0.0,0.0,-0.2098,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_004184,Sharon Bailey,Female,22.0,San Diego,CA,2022-09-04,7.0,7.0,12.0,7.0,2022-09-05,2023-04-19,2023-04-19,438,665,226,4649.91,4649.91,1225.69,664.27,0.316,26.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649.91,7.0,0.0,0.0,-0.3326,2,3,4,234,At Risk,85,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004185,Arthur Wilson,Male,47.0,Austin,TX,2023-11-19,0.0,0.0,0.0,0.0,,,,999,224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004186,Matthew Carter,Male,26.0,New York,NY,2022-09-07,2.0,2.0,3.0,2.0,2022-09-14,2022-10-18,2022-10-18,621,662,34,313.5,313.5,180.49,156.75,0.091,57.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.5,2.0,0.0,0.0,-0.323,1,2,1,121,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_004187,Sharon Thompson,Female,36.0,New York,NY,2024-03-05,17.0,17.0,28.0,4.0,2024-03-05,2024-06-28,2024-06-28,2,117,115,3690.42,3690.42,1714.79,217.08,4.359,46.47,0.0,0.0,0.0,0.0,0.0,0.0,3663.92,16.0,26.5,1.0,0.9928,0.9412,0.9877,5,4,4,544,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0872
CUST_004188,Emma Moore,Female,53.0,Los Angeles,CA,2023-02-23,17.0,16.0,23.0,10.0,2023-02-24,2024-01-31,2024-01-31,151,493,341,5808.88,4152.9,1912.7,259.56,0.974,46.06,1.0,1655.98,0.0588,0.0,0.0,0.0,0.0,0.0,4152.9,16.0,0.0,0.0,-0.3325,3,4,4,344,Loyal Customers,60,HIGH,Cooling Purchase Cadence (91-180 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9315
CUST_004189,Judith Bailey,Female,40.0,New York,NY,2023-02-10,33.0,31.0,44.0,15.0,2023-02-12,2024-06-12,2024-06-12,18,506,486,9070.32,8090.32,3235.5200000000004,260.98,1.838,39.99,1.0,512.0,0.0303,1.0,468.0,0.0303,295.48,3.0,7794.84,28.0,0.0365,0.0968,-0.2843,4,5,5,455,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1432
CUST_004190,Ann Watson,Female,52.0,Detroit,MI,2024-02-23,6.0,4.0,7.0,4.0,2024-02-23,2024-06-08,2024-06-08,22,128,106,2668.48,2498.49,787.56,624.62,0.938,31.52,0.0,0.0,0.0,2.0,169.99,0.3333,1670.5,3.0,827.9899999999998,1.0,0.6686,0.75,0.5559,4,2,3,423,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0909
CUST_004191,Elizabeth Ramirez,Female,55.0,Los Angeles,CA,2022-05-10,50.0,47.0,68.0,19.0,2022-05-10,2024-04-01,2024-04-01,90,782,692,12195.7,9829.73,4549.29,209.14,1.803,46.28,1.0,147.0,0.02,2.0,2218.9700000000003,0.04,0.0,0.0,9829.73,47.0,0.0,0.0,-0.333,4,5,5,455,Champions,25,MEDIUM,Discontinued Repeat Purchase Cadence,Personalized Cross-Sell Campaign & Replenishment Nudge,0.7978
CUST_004192,Harold Wilson,Male,18.0,Chicago,IL,2022-05-05,2.0,2.0,6.0,2.0,2022-05-15,2022-06-18,2022-06-18,743,787,34,1135.95,1135.95,635.6800000000001,567.98,0.076,55.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.95,2.0,0.0,0.0,-0.3304,1,2,2,122,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_004193,Zachary Robinson,Male,18.0,San Diego,CA,2023-02-19,7.0,7.0,13.0,7.0,2023-02-21,2024-05-16,2024-05-16,45,497,450,1445.44,1445.44,664.22,206.49,0.423,45.95,0.0,0.0,0.0,0.0,0.0,0.0,915.99,2.0,529.45,5.0,0.6337,0.2857,0.5081,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.5449
CUST_004194,Sean Green,Male,53.0,Minneapolis,MN,2023-06-19,0.0,0.0,0.0,0.0,,,,999,377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004195,Janice Hall,Female,54.0,New York,NY,2023-04-19,18.0,17.0,31.0,8.0,2023-04-21,2024-06-25,2024-06-25,5,438,431,9345.22,7692.25,2861.82,452.49,1.164,37.2,0.0,0.0,0.0,1.0,1652.97,0.0556,2394.84,9.0,5297.41,8.0,0.3113,0.5294,0.0817,5,4,5,545,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1966
CUST_004196,Jeremy Thompson,Male,42.0,Los Angeles,CA,2024-03-02,6.0,6.0,10.0,3.0,2024-03-03,2024-05-11,2024-05-11,50,120,69,1825.93,1825.93,776.71,304.32,1.5,42.54,0.0,0.0,0.0,0.0,0.0,0.0,1237.96,4.0,587.97,2.0,0.678,0.6667,0.5675,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.266
CUST_004197,Kimberly Campbell,Female,43.0,Denver,CO,2024-03-26,24.0,19.0,29.0,4.0,2024-03-28,2024-06-22,2024-06-22,8,96,86,6215.37,5815.39,2166.27,306.07,5.938,37.25,1.0,21.0,0.0417,4.0,378.98,0.1667,5732.4,18.0,82.99000000000069,1.0,0.9857,0.9474,0.9793,4,5,4,454,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0663
CUST_004198,Ronald Lee,Male,50.0,San Diego,CA,2022-02-15,1.0,0.0,0.0,1.0,2022-02-22,2022-02-22,,999,866,0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_004199,Alice Wilson,Female,49.0,Austin,TX,2022-06-25,23.0,21.0,32.0,14.0,2022-06-26,2023-12-04,2023-12-04,209,736,526,7170.360000000001,5933.4,2828.59,282.54,0.856,47.67,1.0,1022.97,0.0435,1.0,213.99,0.0435,0.0,0.0,5933.4,21.0,0.0,0.0,-0.3328,3,5,5,355,Loyal Customers,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9956
CUST_004200,Diane Jackson,Female,35.0,New York,NY,2023-05-25,22.0,20.0,27.0,8.0,2023-05-26,2024-06-29,2024-06-29,1,402,400,9116.35,8528.35,2560.9300000000003,426.42,1.493,30.03,0.0,0.0,0.0,2.0,588.0,0.0909,3186.92,10.0,5341.43,10.0,0.3737,0.5,0.1647,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1236
CUST_004201,Carolyn Gomez,Female,50.0,Miami,FL,2024-02-27,17.0,16.0,26.0,5.0,2024-02-27,2024-06-30,2024-06-30,0,124,124,2314.4,2058.4,983.26,128.65,3.871,47.77,1.0,256.0,0.0588,0.0,0.0,0.0,1904.9,14.0,153.5,2.0,0.9254,0.875,0.8962,5,4,3,543,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.069
CUST_004202,Arthur Parker,Male,34.0,Dallas,TX,2022-10-10,1.0,1.0,1.0,1.0,2022-10-14,2022-10-14,2022-10-14,625,629,0,235.0,235.0,97.0,235.0,0.048,41.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,1.0,0.0,0.0,-0.3197,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_004203,Frances Bennett,Female,42.0,Miami,FL,2022-12-25,22.0,20.0,42.0,15.0,2022-12-27,2024-03-24,2024-03-24,98,553,453,9407.24,8580.75,2823.7700000000004,429.04,1.085,32.91,2.0,826.49,0.0909,0.0,0.0,0.0,0.0,0.0,8580.75,20.0,0.0,0.0,-0.3329,3,5,5,355,Loyal Customers,60,HIGH,Cooling Purchase Cadence (91-180 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.7022
CUST_004204,Peter Green,Male,41.0,Charlotte,NC,2022-08-26,7.0,6.0,7.0,7.0,2022-08-28,2024-02-01,2024-02-01,150,674,522,1276.48,1042.98,480.78000000000003,173.83,0.267,46.1,0.0,0.0,0.0,1.0,233.5,0.1429,0.0,0.0,1042.98,6.0,0.0,0.0,-0.3302,3,3,2,332,Promising,40,MEDIUM,Cooling Purchase Cadence (91-180 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9768
CUST_004205,Terry Taylor,Male,28.0,Denver,CO,2024-03-10,1.0,1.0,1.0,1.0,2024-03-18,2024-03-18,2024-03-18,104,112,0,78.5,78.5,56.45,78.5,0.268,71.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,1.0,0.0,0.0,-0.2957,3,1,1,311,Promising,15,LOW,Cooling Purchase Cadence (91-180 Days),Loyalty Points Acceleration & Exclusive Product Previews,0.4712
